portal_slug,research_date,camp_name,section,source_type,blurb,listing_url,source_name,alternate_source_url,alternate_source_domain,alternate_source_title,alt_confidence,alt_score,alt_reason,alt_checked_at
atlanta-families,2026-02-20,Trinity School Summer Camp,Featured Day Camps,day,"Embark on an unforgettable adventure at Trinity School Summer Camp! Designed for children ages 4 to 13, weekly camps offer a mix of academic, specialty and sports activities. Campers can experience outdoor exploration, art, basketball, LEGO building, soccer, computer games and much, much more. June 1-26 and July 27-31",https://www.atlantaparent.com/directory/16546/trinity-school-summer-camp/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/trinity-school-summer-camp-1,atlanta.kidsoutandabout.com,Trinity School Summer Camp | Kids Out and About Atlanta,medium,54,"exact-name-match, tokens:1, summer+camp, metro-geo; downgraded:trusted-aggregator",2026-02-20T04:56:42.819233+00:00
atlanta-families,2026-02-20,Wesleyan School,Featured Day Camps,day,"Wesleyan Summer Camps make summers fun for all children ages 3-14! Day camps have fun weekly themes, with structured activities and free time for outdoor activities, arts and crafts, and games. Enrichment, athletic, academic and fine arts camps are available in a wide range of options. June 2-July 18",https://www.atlantaparent.com/directory/29618/wesleyan-summer-camps/,Atlanta Parent,https://www.wesleyanschool.org/camps-clinics,www.wesleyanschool.org,Camps & Clinics - Wesleyan School,medium,46,"exact-name-match, tokens:1, camp",2026-02-20T04:56:44.868609+00:00
atlanta-families,2026-02-20,Woodward Academy,Featured Day Camps,day,"With over 200 offerings, Woodward Academy Camps offer scholars, athletes and artists an array of enrichment, athletic, academic, and activity camps on two campuses in College Park and Johns Creek. Camps are open to the public and are accessible through an exceptional bus system. May 26-July 24",https://www.atlantaparent.com/directory/16327/woodward-academy-2/,Atlanta Parent,https://www.woodward.edu/summer,www.woodward.edu,Summer Camps - Woodward Academy,high,51,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:56:46.095700+00:00
atlanta-families,2026-02-20,Biz4Youth,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Ages 8–16 learn the fundamentals of entrepreneurship through fun hands-on activities, guided collaboration and real-world problem solving. June 6-10 and July 20-24",https://www.atlantaparent.com/directory/65457/biz4youth/,Atlanta Parent,https://www.biz4youth.com/summer-camp-2025/,www.biz4youth.com,About Biz4Youth,high,48,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:56:49.203361+00:00
atlanta-families,2026-02-20,DiscoverU at Kennesaw State University,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Explore careers, gain real-world skills and experience campus life in a fun, hands-on summer program for ages 14-18. June 1-July 24",https://www.atlantaparent.com/directory/72590/discoveru-summer-programs/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/summer-u-camps-at-kennesaw-state-university,mommypoppins.com,Summer U Camps at Kennesaw State University,medium,36,"tokens:3, summer+camp, metro-geo",2026-02-20T04:56:50.530269+00:00
atlanta-families,2026-02-20,Abernathy Arts Center Summer Camp,Art Summer Camps in Metro Atlanta,day,"Ages 6-12 will explore new techniques and create art as they develop their skills in painting, drawing, mixed media, clay and more. June 1-July 24",https://www.atlantaparent.com/directory/69671/abernathy-arts-center-summer-camp/,Atlanta Parent,https://artsandysprings.org/summer-camp-2026/,artsandysprings.org,Abernathy Arts Center - SUMMER CAMP - Art Sandy Springs,high,63,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:56:57.084783+00:00
atlanta-families,2026-02-20,The Art Barn,Art Summer Camps in Metro Atlanta,day,"A week of farm-filled fun for ages 5-12! Meet and play with farm friends and create art with paint, clay, mixed media and more. June 1-July 24",https://www.atlantaparent.com/directory/15971/art-barn-summer-camps/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/art-animal-camp-art-barn,atlanta.kidsoutandabout.com,Art & Animal Camp - The Art Barn | Kids Out and About Atlanta,medium,49,"exact-name-match, tokens:1, camp, metro-geo; downgraded:trusted-aggregator",2026-02-20T04:56:58.284904+00:00
atlanta-families,2026-02-20,Doodle Art Studio,Art Summer Camps in Metro Atlanta,day,"Painting, mixed media, clay art, intro to sewing, neon and black light art, and more for ages 5-14",https://www.atlantaparent.com/directory/69107/doodle-art-studio/,Atlanta Parent,https://www.hisawyer.com/marketplace/activity-set/1267734,www.hisawyer.com,Summer Camp - Ocean Adventures - Doodle Art Studio - Sawyer,high,54,"exact-name-match, tokens:2, summer+camp",2026-02-20T04:57:00.568687+00:00
atlanta-families,2026-02-20,High Museum of Art,Art Summer Camps in Metro Atlanta,day,"Weekly art camps for K–8th graders feature hands-on projects, gallery tours, and themed adventures like Lost in Space and HogwARTs. June 1-July 31",https://www.atlantaparent.com/directory/15990/high-museum-art-2/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/summer-art-camp-2025-high-museum-art,atlanta.kidsoutandabout.com,Summer Art Camp 2025 at High Museum of Art | Kids Out and ...,medium,60,"exact-name-match, tokens:2, summer+camp, metro-geo; downgraded:trusted-aggregator",2026-02-20T04:57:01.683337+00:00
atlanta-families,2026-02-20,La Dee Da Children’s Art Studio,Art Summer Camps in Metro Atlanta,day,"Creative art camps for ages 3-12 include Color Your World, Swiftie, Monster Madness and more explore a variety of art techniques",https://www.atlantaparent.com/directory/69204/la-dee-da-art-studio/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/la-dee-da-childrens-art-studio,mommypoppins.com,La Dee Da Children's Art Studio - Mommy Poppins,medium,55,"exact-name-match, tokens:2, camp, metro-geo; downgraded:trusted-aggregator",2026-02-20T04:57:02.777682+00:00
atlanta-families,2026-02-20,Vinings School of Art,Art Summer Camps in Metro Atlanta,day,"Sessions for campers ages 6-13 years include painting, drawing, mosaics, clay and sculpture",https://www.atlantaparent.com/directory/15995/vinings-school-art-3?p=15995,Atlanta Parent,https://viningsschoolofart.com/docs/vsa-summer-camps.pdf,viningsschoolofart.com,Vinings School of ART SUMMER ART CAMPS 2025 1675 Cumberland ...,high,51,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:57:04.955940+00:00
atlanta-families,2026-02-20,Zone of Light Studio,Art Summer Camps in Metro Atlanta,day,"Weekly themed camps with daily activities, art projects, reading and writing, acting and outdoor games. Ages 5-12. May 26-Aug. 7",https://www.atlantaparent.com/directory/15998/zone-light-studios?p=15998,Atlanta Parent,https://www.findglocal.com/US/Decatur/430604640336257/Zone-of-Light-Studio,www.findglocal.com,"Zone of Light Studio, 558 Medlock Road, Decatur, GA (2026)",high,58,"exact-name-match, tokens:3, metro-geo",2026-02-20T04:57:06.277365+00:00
atlanta-families,2026-02-20,Ballethnic Academy of Dance,Dance/Music Camps in Metro Atlanta,day,"Dance and arts training in ballet, pointe, tap, jazz, African, modern, hip hop, pas de deux, cultural arts, dance history, African drumming and more",https://www.atlantaparent.com/directory/9478/ballethnic-academy-dance/,Atlanta Parent,https://ballethnic.org/academy-of-dance/,ballethnic.org,Ballethnic Academy of Dance – Ballethnic,medium,47,"exact-name-match, tokens:2",2026-02-20T04:57:09.090332+00:00
atlanta-families,2026-02-20,Mister John’s Music,Dance/Music Camps in Metro Atlanta,day,"Multi-disciplinary arts instruction for ages 5 -10 with dynamic instrument instruction, show choir, creative visual arts and percussion classes. June 8-July 24",https://www.atlantaparent.com/directory/66008/mister-johns-music/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/mister-johns-music-summer-camp,atlanta.kidsoutandabout.com,Mister John's Music Summer Camp | Kids Out and About Atlanta,medium,68,"exact-name-match, tokens:3, summer+camp, metro-geo; downgraded:trusted-aggregator",2026-02-20T04:57:12.444432+00:00
atlanta-families,2026-02-20,Moving in the Spirit,Dance/Music Camps in Metro Atlanta,day,Summer dance camp for ages 7-13 include dance and choreography life skills and performances. Financial aid available,https://www.atlantaparent.com/directory/19138/moving-in-the-spirit-2/,Atlanta Parent,https://movinginthespirit.org/programs/summer-camp/,movinginthespirit.org,Summer Camp - Moving In The Spirit,high,57,"exact-name-match, tokens:2, summer+camp",2026-02-20T04:57:13.594353+00:00
atlanta-families,2026-02-20,ZTunes Music,Dance/Music Camps in Metro Atlanta,day,"Campers ages 5-12 learn to jam as a group, learning new instruments and songs and performing for friends and family. June 1-July 31",https://www.atlantaparent.com/directory/72599/ztunes-music-academy/,Atlanta Parent,https://www.ztunesmusic.com/camps/,www.ztunesmusic.com,Music Camps for Kids in Atlanta | Ztunes Music Academy,high,55,"exact-name-match, tokens:2, camp, metro-geo",2026-02-20T04:57:18.425407+00:00
atlanta-families,2026-02-20,Alliance Theatre Drama Camps,"Drama, Theater and Acting Camps in Metro Atlanta",day,"Creative, acting and drama camps for children ages 4-18. Available at 9 convenient Atlanta locations. May 26-Aug. 7",https://www.atlantaparent.com/directory/16047/alliance-theatre-summer-day-camps?p=16047,Atlanta Parent,https://www.atlantajewishtimes.com/topic/alliance-theatre-drama-camps/,www.atlantajewishtimes.com,Alliance Theatre - Drama Camps - Atlanta Jewish Times,high,63,"exact-name-match, tokens:3, camp, metro-geo",2026-02-20T04:57:19.493785+00:00
atlanta-families,2026-02-20,Atlanta Montessori International School,General and Enrichment Camps in Metro Atlanta,day,"Engaging camps for ages 5-11 feature Game Masters, Crazy Contraptions, Freaky Forces, Blowing off STEAM and more",https://www.atlantaparent.com/directory/16233/atlanta-montessori-international-school-2/,Atlanta Parent,https://amischool.com/endeavor-plus/,amischool.com,Summer Camp - Atlanta Montessori International School,high,63,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:57:21.833284+00:00
atlanta-families,2026-02-20,Endeavor Montessori,General and Enrichment Camps in Metro Atlanta,day,"Themed summer camps for ages 5-12 include Engaging and educational camp themes include Plant Power, Game Masters, Artistic Inspiration and more",https://www.atlantaparent.com/directory/47776/endeavor-montessori-2/,Atlanta Parent,https://endeavormontessori.com/summer-camp/,endeavormontessori.com,Enroll in Our 2026 Summer Camp | Endeavor Montessori,high,54,"exact-name-match, tokens:2, summer+camp",2026-02-20T04:57:26.267231+00:00
atlanta-families,2026-02-20,Galloway,General and Enrichment Camps in Metro Atlanta,day,"Choose weekly themes during Galloway at Play, plus specialty camps in science, technology, art and more. PreK-12th grade. May 26-July 24",https://www.atlantaparent.com/directory/16268/galloway-summer-experiences?p=16268,Atlanta Parent,https://www.gallowayschool.org/community/summer-camp,www.gallowayschool.org,"Summer Camp | Galloway Independent School | Atlanta, GA",high,57,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:57:27.487161+00:00
atlanta-families,2026-02-20,Girl Scouts of Greater Atlanta Camp,General and Enrichment Camps in Metro Atlanta,day,"Outdoor adventure, STEM, horses, art, water activities, and more! Day and sleepaway camp options available for girls 5-15. May 31-July 29",https://www.atlantaparent.com/directory/16269/girl-scout-day-camps?p=16269,Atlanta Parent,https://www.girlscoutsatl.org/en/activities/camp-and-outdoors/Summer-Camps.html,www.girlscoutsatl.org,Summer Camps | Girl Scouts of Greater Atlanta,medium,39,"tokens:3, summer+camp, metro-geo",2026-02-20T04:57:28.542526+00:00
atlanta-families,2026-02-20,High Meadows Summer Day Camp,General and Enrichment Camps in Metro Atlanta,day,"Traditional outdoor activities for ages 5-14 including archery, woodworking, crafts, drama, nature, sports and more. June 1-July 31",https://www.atlantaparent.com/directory/16272/high-meadows-summer-day-camp?p=16272,Atlanta Parent,https://happykidscamps.com/camps/roswell-high-meadows-summer-day-camp,happykidscamps.com,High Meadows Summer Day Camp - Happy Kids Camps,high,60,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:57:30.944418+00:00
atlanta-families,2026-02-20,Horizons Kids,General and Enrichment Camps in Metro Atlanta,day,"Located in Historic Inman Park offering full – and half-day camps with active indoor and outdoor play, games, arts and crafts and more for ages 5-10",https://www.atlantaparent.com/directory/69460/horizons-kids/,Atlanta Parent,https://horizonskids.com/,horizonskids.com,"Horizons Kids - Day Camp, After School, Summer Camp",high,48,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:57:32.058699+00:00
atlanta-families,2026-02-20,Lovett School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Traditional and specialty camps, including academic courses, fine arts and athletics, and study skills programs. June 1-July 17",https://www.atlantaparent.com/directory/16284/lovett-summer-programs/,Atlanta Parent,https://www.summercamps.com/camp/nike-volleyball-camp-at-the-lovett-school/,www.summercamps.com,Nike Volleyball Camp at the Lovett School - Summer Camps 2026,medium,40,"exact-name-match, tokens:1, summer+camp, aggregator-domain",2026-02-20T04:57:36.215502+00:00
atlanta-families,2026-02-20,Montessori Academy at Sharon Springs,General and Enrichment Camps in Metro Atlanta,day,"Educational and fun camps for ages 5-9 include Blowing off STEAM, Plant Power, Master Chefs, All Ball and more",https://www.atlantaparent.com/directory/16292/montessori-academy-sharon-springs-2/,Atlanta Parent,https://montessoriacademysharonsprings.com/summer-camp/,montessoriacademysharonsprings.com,Summer Camp - Montessori Academy at Sharon Springs,high,62,"exact-name-match, tokens:3, summer+camp",2026-02-20T04:57:40.682909+00:00
atlanta-families,2026-02-20,Oakland Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Ages 6-12 can explore art, history, nature, and science in Oakland Cemetery, one of Atlanta’s most special parks. Atlanta. June 1-July 24",https://www.atlantaparent.com/directory/65834/summer-camps-at-oakland/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/oakland-summer-camps-2025,atlanta.kidsoutandabout.com,Oakland Summer Camps 2025 | Kids Out and About Atlanta,medium,54,"exact-name-match, tokens:1, summer+camp, metro-geo; downgraded:trusted-aggregator",2026-02-20T04:57:45.774121+00:00
atlanta-families,2026-02-20,Pace Academy Summer Programs,General and Enrichment Camps in Metro Atlanta,day,"Academic, athletic, STEAM, visual/performing arts and specialty programs, plus Drivers Ed., SSAT, ACT, and SAT camps for K-12th grade. June 1-July 17",https://www.atlantaparent.com/directory/16300/pace-academy-summer-programs?p=16300,Atlanta Parent,https://us.nextdoor.com/pages/pace-academy-summer-programs-atlanta-ga-1/,us.nextdoor.com,"Pace Academy Summer Programs - Atlanta, GA - Nextdoor",medium,44,"exact-name-match, tokens:1, metro-geo",2026-02-20T04:57:46.854915+00:00
atlanta-families,2026-02-20,Ready Set FUN!,General and Enrichment Camps in Metro Atlanta,day,An indoor summer camp that keeps kids ages 5-11 active and engaged with fun weekly themes,https://www.atlantaparent.com/directory/66399/ready-set-fun-day-camp/,Atlanta Parent,https://readysetfun.com/best-kids-summer-camp-2/,readysetfun.com,"Choosing the Best Kids’ Summer Camp in Atlanta - Ready, Set, Fun!",high,54,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:57:50.163013+00:00
atlanta-families,2026-02-20,Steve & Kate’s Camp,General and Enrichment Camps in Metro Atlanta,day,"Coding, sewing salon, media lab, robotics, bakery, tinker and more, plus weekly special activities for ages 5-12. June 1-July 24",https://www.atlantaparent.com/directory/38833/steve-and-kates-camp/,Atlanta Parent,https://steveandkatescamp.com/atlanta/,steveandkatescamp.com,Atlanta - Sandy Springs Summer Camp - Steve & Kate's Camp,high,60,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:57:56.062950+00:00
atlanta-families,2026-02-20,Woodlands Freestyle Camp,General and Enrichment Camps in Metro Atlanta,day,"Summer camps for ages 5-11 at area churches include worship, devotions, games, activities and more",https://www.atlantaparent.com/directory/69225/woodlands-freestyle-summer-camps/,Atlanta Parent,https://www.shadowbrookchurch.org/woodlandsfreestyle/,www.shadowbrookchurch.org,WOODLANDS FREESTYLE CAMP - Shadowbrook Church,high,52,"exact-name-match, tokens:2, camp",2026-02-20T04:58:01.555683+00:00
atlanta-families,2026-02-20,YMCA of Metro Atlanta,General and Enrichment Camps in Metro Atlanta,day,"Leadership, sports, swim, reading, cooking, art, STEAM, cheer, dance and more for ages 3-15 at multiple locations",https://www.atlantaparent.com/directory/51356/ymca-of-metro-atlanta-2/,Atlanta Parent,https://roughdraftatlanta.com/2025/03/22/registration-opens-for-ymca-of-metro-atlantas-summer-day-camps/,roughdraftatlanta.com,Registration opens for YMCA of Metro Atlanta’s summer day ...,high,54,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:58:02.847694+00:00
atlanta-families,2026-02-20,Camp Flashback,History Camps in Metro Atlanta,day,"Technology-free summer fun and learning at historic Donaldson-Bannister Farm. Arts and crafts, woodworking, candle making and more. June 1-July 17",https://www.atlantaparent.com/directory/31365/camp-flashback?p=31365,Atlanta Parent,https://dunwoodypreservationtrust.org/camp-flashback-2026/,dunwoodypreservationtrust.org,"Camp Flashback - Dunwoody Preservation Trust in Atlanta, GA",high,52,"exact-name-match, tokens:1, camp, metro-geo",2026-02-20T04:58:03.958405+00:00
atlanta-families,2026-02-20,Chattahoochee Nature Center High School Leadership in Training,Leadership Program Camps in Metro Atlanta,day,Rising 10th and 11th grades build leadership skills through hands-on experiences,https://www.atlantaparent.com/directory/66165/chattahoochee-nature-center-high-school-leadership-in-training,Atlanta Parent,https://www.chattnaturecenter.org/education/camp/high-school-leadership-training/,www.chattnaturecenter.org,"High School Leadership Training Programs in Roswell, GA at ...",medium,34,"tokens:3, camp, metro-geo",2026-02-20T04:58:05.254960+00:00
atlanta-families,2026-02-20,Critter Camp at the Amphibian Foundation,Nature Camps in Metro Atlanta,day,"Campers ages 6-14 get a science-based look into the world of amphibians and reptiles: frogs, toads, newts, salamanders and more. May 25-July 31",https://www.atlantaparent.com/directory/40837/critter-camp/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/critter-camp-at-the-amphibian-foundation-0,mommypoppins.com,Critter Camp at the Amphibian Foundation - Mommy Poppins,medium,63,"exact-name-match, tokens:3, camp, metro-geo; downgraded:trusted-aggregator",2026-02-20T04:58:07.639996+00:00
atlanta-families,2026-02-20,Frazer Center Summer Camp,Nature Camps in Metro Atlanta,day,Nature-based camp with outdoor activities and crafts in Frazer Forest and surrounding gardens for rising K-first grade. May 27-July 24,https://www.atlantaparent.com/directory/16597/frazer-center-summer-camps/,Atlanta Parent,https://www.frazercenter.org/child-development-program/summer-camps,www.frazercenter.org,Frazer Center Summer Camp,high,51,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:58:08.830821+00:00
atlanta-families,2026-02-20,Outdoors More Nature Camp,Nature Camps in Metro Atlanta,day,"Nature exploration day camp for ages 5-10, plus field trip adventures with hiking, ziplining, kayaking, whitewater rafting, caving, and more for ages 7-15",https://www.atlantaparent.com/directory/66405/outdoors-more-nature-camp/,Atlanta Parent,https://www.outdoors-more.com/,www.outdoors-more.com,"Home | Decatur, GA | Outdoors More Nature Camp",high,63,"exact-name-match, tokens:3, camp, metro-geo",2026-02-20T04:58:10.004744+00:00
atlanta-families,2026-02-20,Summer Safari Camp at Zoo Atlanta,Nature Camps in Metro Atlanta,day,Adventures for ages 5-14 foster a deeper connection to animals and inspires conservation action. Campers are immersed in hands-on learning while having fun and meeting friends! May 26-July 31,https://www.atlantaparent.com/directory/9163/safari-day-camp-zoo-atlanta?p=9163,Atlanta Parent,https://georgiamagazine.org/events/summer-safari-camp-zoo-atlanta,georgiamagazine.org,Summer Safari Camp at Zoo Atlanta | Georgia Magazine,high,57,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:58:11.348069+00:00
atlanta-families,2026-02-20,Chamblee Parks and Recreation,Parks and Recreation Camps in Metro Atlanta,day,"Camps for ages 3-14 include art, theatre, sports, STEAM and more. June 1-July 27",https://www.atlantaparent.com/directory/68364/chamblee-parks-recreation/,Atlanta Parent,https://chambleega.myrec.com/info/activities/program_details.aspx?ProgramID=29969,chambleega.myrec.com,Chamblee Parks and Recreation: SEWA Americorps Atlanta Summer ...,high,58,"exact-name-match, tokens:3, metro-geo",2026-02-20T04:58:12.419085+00:00
