portal_slug,research_date,camp_name,section,source_type,blurb,listing_url,source_name,alternate_source_url,alternate_source_domain,alternate_source_title,alt_confidence,alt_score,alt_reason,alt_checked_at
atlanta-families,2026-02-20,Camp Arrowhead,General and Enrichment Camps in Metro Atlanta,day,"Adventure-fueled, Jesus-centered day camp with rope elements, team competitions, theme days and more. June 1-July 31",https://www.atlantaparent.com/directory/47779/camp-arrowhead?p=47779,Atlanta Parent,https://mykidcamp.com/host/camp-arrowhead-milton-ga,mykidcamp.com,Camp Arrowhead Summer Camps | My Kid Camp,high,54,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:57:23.921356+00:00
atlanta-families,2026-02-20,Carrington Academy Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Sports, makerspace, STEAM, science, drama, arts and more for ages 5-11. May 26-July 30",https://www.atlantaparent.com/directory/9566/carrington-academy/,Atlanta Parent,,,Summer Camp Near Me | Carrington Academy,none,16,"tokens:1, summer+camp",2026-02-20T04:57:25.039165+00:00
atlanta-families,2026-02-20,The Haven Academy Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Academic skill refresh, STEAM, outdoor play, filmmaking, crafts, high school courses and more for ages 5-18. June 8-July 17",https://www.atlantaparent.com/directory/69110/the-haven-academy-summer-camps/,Atlanta Parent,,,"The Haven Academy, private McKay Scholarship school ...",none,19,"tokens:1, summer+camp",2026-02-20T04:57:29.603598+00:00
atlanta-families,2026-02-20,In the City Camps,General and Enrichment Camps in Metro Atlanta,day,"Kids’ camps and tween academies for rising PreK-9th grade; form friendships, explore areas of interest, overcome fears and cultivate a love of Judaism",https://www.atlantaparent.com/directory/8867/in-the-city-camp/,Atlanta Parent,https://www.campsearch.com/united-states/atlanta/summer-camps/in-the-city-camps,www.campsearch.com,In the City Camps | Jewish Day Camp with an Overnight Feel in ...,high,54,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:57:33.112774+00:00
atlanta-families,2026-02-20,Josh Powell Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Kids ages 5-10 can unplug and play during sessions in arts and crafts, fort building, canoeing, swimming, volleyball, archery and more. May 26-Aug. 7",https://www.atlantaparent.com/directory/28898/josh-powell-camp?p=28898,Atlanta Parent,https://childcarecenter.us/provider_detail/josh-powell-summer-camp-acworth-ga,childcarecenter.us,Josh Powell Summer Day Camp - Acworth GA Exempt Only,high,60,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:57:34.041067+00:00
atlanta-families,2026-02-20,Landmark Christian School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for all ages include academics, arts, athletics and Oasis Summer Adventure camps",https://www.atlantaparent.com/directory/40892/landmark-christian-school-summer-camp/,Atlanta Parent,https://www.invent.org/program-search/camp-invention/ga22/11448,www.invent.org,Landmark Christian School | Camp Invention®,low,26,"tokens:2, camp, metro-geo",2026-02-20T04:57:35.208314+00:00
atlanta-families,2026-02-20,Marcus Jewish Community Center of Atlanta (MJCCA) Summer Day Camps,General and Enrichment Camps in Metro Atlanta,day,"Traditional outdoor camps for ages 4-14 with boating, rock wall, zip line and more, plus performing arts, sports, theme and teen camps. May 26-July 31",https://www.atlantaparent.com/directory/16287/marcus-jewish-community-center-atlanta-mjcca-summer-day-camps?p=16287,Atlanta Parent,https://www.atlantajcc.org/our-programs/camps/mjcca-day-camps/,www.atlantajcc.org,"MJCCA Day Camps - Marcus JCC of Atlanta (MJCCA) in Dunwoody, GA",low,26,"tokens:2, camp, metro-geo",2026-02-20T04:57:37.404728+00:00
atlanta-families,2026-02-20,Marietta Community School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Offering a variety of enrichment camps that spark creativity for K-grade 12 – arts, sports, adventure and more",https://www.atlantaparent.com/directory/69080/marietta-community-school/,Atlanta Parent,https://mykidcamp.com/host/marietta-community-school-marietta-ga,mykidcamp.com,Marietta Community School Summer Camps | My Kid Camp,high,60,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:57:38.580511+00:00
atlanta-families,2026-02-20,McGinnis Woods School Sunsational Summer,General and Enrichment Camps in Metro Atlanta,day,"“Summer at The Woods” for ages 4-13 with weekly themes and field trips, art, music, STEM, sports, water games and more. May 27-Aug. 1",https://www.atlantaparent.com/directory/16288/mcginnis-woods-country-day-school-sunsational-summer?p=16288,Atlanta Parent,,,Summer Camp-Becker Bldg. – Atlanta Belvedere SDA Church,none,19,"summer+camp, metro-geo",2026-02-20T04:57:39.650562+00:00
atlanta-families,2026-02-20,Montessori Academy at Vickery,General and Enrichment Camps in Metro Atlanta,day,"Weekly themes f0r ages 5-9 include All Ball, Game Masters, Artistic Inspiration, Aquatic Adventure and more",https://www.atlantaparent.com/directory/16293/montessori-at-vickery/,Atlanta Parent,,,"Montessori at Vickery Academy, Georgia",none,18,"tokens:2, metro-geo",2026-02-20T04:57:42.044259+00:00
atlanta-families,2026-02-20,Oak Grove Academy Camps,General and Enrichment Camps in Metro Atlanta,day,"Fun-filled, enriching camps for ages 4-12 include Aquatic Adventure, Crazy Contraptions, Legendary Creatures, All Ball, Master Chefs and more",https://www.atlantaparent.com/directory/69081/oak-grove-academy-3/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/oak-grove-academy-summer-camps,mommypoppins.com,Oak Grove Academy Summer Camps - Mommy Poppins,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:43.314111+00:00
atlanta-families,2026-02-20,Oak Tree Camps,General and Enrichment Camps in Metro Atlanta,day,"Arts and crafts, outdoor activities, STEAM projects, dance sessions, cooking adventures and more for ages 5-14. June 1-July 31",https://www.atlantaparent.com/directory/65453/oak-tree-camps/,Atlanta Parent,https://mykidcamp.com/host/oak-tree-camps-atlanta-ga,mykidcamp.com,Oak Tree Camps Summer Camps | My Kid Camp,high,54,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:57:44.741096+00:00
atlanta-families,2026-02-20,Paideia School Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Creative camps for ages 3-14 include traditional camp, with enriching indoor and outdoor activities, along with a variety of sports camps. June 8-July 17",https://www.atlantaparent.com/directory/16301/paideia-school-summer-camp/,Atlanta Parent,https://www.paideiaschool.org/our-school/summer-camp,www.paideiaschool.org,The Paideia School Atlanta Summer Camps,low,25,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:47.885056+00:00
atlanta-families,2026-02-20,Parker-Chase Preschool,General and Enrichment Camps in Metro Atlanta,day,"Engaging and educational camps for ages 5-12 include Aquatic Adventure, Game Masters, Crazy Contraptions and more",https://www.atlantaparent.com/directory/55925/parker-chase-preschool/,Atlanta Parent,https://summerkidsguide.com/camp/parker-chase-preschool-west-cobb-camp,summerkidsguide.com,Parker Chase Preschool West Cobb Camp 2023! - Summer Kids Guide,high,62,"exact-name-match, tokens:3, summer+camp",2026-02-20T04:57:48.890422+00:00
atlanta-families,2026-02-20,Saint Anne’s Day School Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Camps for ages 2-7 years emphasize the outdoors, music and movement, arts and crafts, nature, science and summer fun. June 8-July 17",https://www.atlantaparent.com/directory/62829/saint-annes-day-school-summer-camp/,Atlanta Parent,https://www.saintannesdayschool.com/programs/summer-camp/,www.saintannesdayschool.com,Summer Camp – Saint Anne's Day School & Enrichment Programs,low,25,"tokens:2, summer+camp",2026-02-20T04:57:51.334220+00:00
atlanta-families,2026-02-20,St. Benedict’s Episcopal School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for ages 4-14 include educational, sports-themed, art, STEAM, cooking, drama, gymnastics and more. June 1-July 24",https://www.atlantaparent.com/directory/19194/st-benedicts-episcopal-school-2/,Atlanta Parent,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,St. Benedict's Episcopal Day School Summer Camps,low,22,"tokens:2, summer+camp",2026-02-20T04:57:52.411888+00:00
atlanta-families,2026-02-20,Saint Francis Schools Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Basketball, literacy, language arts, math, games, art and more for ages 7-14. July 6-17",https://www.atlantaparent.com/directory/65829/saint-francis-school-summer-camps/,Atlanta Parent,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,Summer Programs - Saint Francis Schools,low,23,tokens:3,2026-02-20T04:57:53.563496+00:00
atlanta-families,2026-02-20,St. Pius X Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for K-8th graders include basketball, soccer, softball, baseball, dance, wrestling, lacrosse, cheerleading and more. June 1-July 23",https://www.atlantaparent.com/directory/72595/st-pius-x-summer-camps/,Atlanta Parent,https://spxgoldenlions.com/sports/2025/12/17/summer-camps.aspx,spxgoldenlions.com,Summer Camps 2026 - St. Pius X Catholic High School (GA),low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:54.821483+00:00
atlanta-families,2026-02-20,Sunshine House Next Level Adventure Camp,General and Enrichment Camps in Metro Atlanta,day,"A summer full of excitement with weekly themes, field trips, outdoor play and hands-on activities for ages 5-12. 20 locations. May 26-Aug. 7",https://www.atlantaparent.com/directory/16318/sunshine-houses-summer-challenge/,Atlanta Parent,https://sunshinehouse.com/region/metro-atlanta-region-summer-camp/,sunshinehouse.com,Metro Atlanta Region Summer Camp | Sunshine House,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:57.155706+00:00
atlanta-families,2026-02-20,Tech Wreck Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Diverse experiences for grades 1-8, with sports, arts and crafts, team building, field trips and more. Held on the Georgia Tech Campus",https://www.atlantaparent.com/directory/68580/tech-wreck-summer-camp-at-georgia-tech/,Atlanta Parent,https://kidvoyage.com/camps/usa/tech-wreck-summer-camp,kidvoyage.com,"Tech Wreck Summer Camp | Summer Camp in Atlanta, GA - 2026 ...",low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:58.176283+00:00
atlanta-families,2026-02-20,Waldorf School of Atlanta Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Gardening, hiking, cooking, music therapy, chess, LEGO, plants, designer sewing and more for ages 2-18",https://www.atlantaparent.com/directory/16322/waldorf-school-atlanta-summer-camps/,Atlanta Parent,,,2025 Atlanta Summer Camp Guide,none,16,"summer+camp, metro-geo",2026-02-20T04:57:59.363267+00:00
atlanta-families,2026-02-20,Westminster Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"More than 60 unique camps, including traditional day camps, sports camps, and specialty camps for PreK–9th grade. June 1-July 10",https://www.atlantaparent.com/directory/16324/westminster-schools-summer-programs/,Atlanta Parent,https://www.kidscamps.com/Camps/Westminster_Summer_Programs_Atlanta_Georgia-237137.html,www.kidscamps.com,Westminster Summer Programs Atlanta GA - KidsCamps.com,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:00.361366+00:00
atlanta-families,2026-02-20,Camp Kingfisher at Chattahoochee Nature Center,Nature Camps in Metro Atlanta,day,"Hikes, animal encounters, science explorations, canoeing, swimming, archery, arts and more for 4 years-rising 9th grade. May 26-July 30",https://www.atlantaparent.com/directory/16355/camp-kingfisher?p=16355,Atlanta Parent,https://atlanta.com/things-to-do/attractions/camp-kingfisher-at-chattahoochee-nature-center,atlanta.com,Camp Kingfisher At Chattahoochee Nature Center Guide for Families,high,63,"exact-name-match, tokens:3, camp, metro-geo",2026-02-20T04:58:06.480209+00:00
atlanta-families,2026-02-20,Sandy Springs Recreation and Parks,Parks and Recreation Camps in Metro Atlanta,day,"Camps for ages 3-14 that engage, entertain and educate include art, gymnastics, Explorer day camp, sports and more",https://www.atlantaparent.com/directory/16390/sandy-springs-recreation-parks/,Atlanta Parent,https://atlanta.beyondthenest.com/content/city-sandy-springs-recreation-and-parks,atlanta.beyondthenest.com,City of Sandy Springs Recreation and Parks,medium,50,"exact-name-match, tokens:4, metro-geo, aggregator-domain",2026-02-20T04:58:13.618783+00:00
atlanta-families,2026-02-20,Arthur M. Blank Center for Stuttering Education & Research,Special Needs Camps in Metro Atlanta,day,"Campers who stutter increase communication, self-confidence and leadership skills at Camp Dream. Speak. Live. July 13-17",https://www.atlantaparent.com/directory/55095/arthur-m-blank-for-stuttering-education-and-research/,Atlanta Parent,https://blankcenterforstuttering.org/,blankcenterforstuttering.org,Home - Arthur M. Blank Center for Stuttering Education,low,23,tokens:4,2026-02-20T04:58:14.793064+00:00
atlanta-families,2026-02-20,Atlanta Performance Volleyball,Sports Camps in Metro Atlanta,day,"World-class training for grades 4-12 include Elite Setting Academy, Teach & Train All Skills, Elite 1st Contact Academy and more. July 6-23",https://www.atlantaparent.com/directory/33376/atlanta-performance-volleyball/,Atlanta Parent,https://atlanta.com/articles/club/atlanta-performance-volleyball-club,atlanta.com,Atlanta Performance Volleyball Club guide for players and parents,high,50,"exact-name-match, tokens:2, metro-geo",2026-02-20T04:58:17.125045+00:00
