portal_slug,research_date,camp_name,section,source_type,blurb,listing_url,source_name,alternate_source_url,alternate_source_domain,alternate_source_title,alt_confidence,alt_score,alt_reason,alt_checked_at
atlanta-families,2026-02-20,Swift School Summer Camps,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Summer Explorations, Multisensory Math Clinic and Swift Skills for rising K-6th grade blend academics, enrichment, and life skills into fun, confidence-building experiences. June 1-July 17",https://www.atlantaparent.com/directory/15959/swift-school-2/,Atlanta Parent,,,"2026 Guide to Summer Camps in the Atlanta, GA area",none,16,"summer+camp, metro-geo",2026-02-20T04:56:55.148661+00:00
atlanta-families,2026-02-20,Wealthy Habits Money Smart Camp,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Through fun games and activities, kids ages 11-18 learn earning, budgeting, saving, and investing. June 1-July 23",https://www.atlantaparent.com/directory/15947/wealthy-habits-financial-literacy-programs/,Atlanta Parent,,,History Summer Camp | Atlanta History Center,none,16,"summer+camp, metro-geo",2026-02-20T04:56:56.111952+00:00
atlanta-families,2026-02-20,Camp Carlos at Michael C. Carlos Museum,Art Summer Camps in Metro Atlanta,day,Camp Carlos offers creative and educational half-day camps for ages 7-17 centered on the Museum’s collections. June 1-July 24,https://www.atlantaparent.com/directory/52557/michael-c-carlos-museum-camp-carlos/,Atlanta Parent,https://carlos.emory.edu/camp,carlos.emory.edu,Camp | Emory | Michael C. Carlos Museum,low,28,"tokens:3, camp",2026-02-20T04:56:59.417139+00:00
atlanta-families,2026-02-20,Atlanta Dance Theatre,Dance/Music Camps in Metro Atlanta,day,"Dance camps, workshops and intensives for ages 3-14, at all experience levels",https://www.atlantaparent.com/directory/69217/atlanta-dance-theatre/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/dance-summer-camps-atlanta,atlanta.kidsoutandabout.com,Dance Summer Camps for Atlanta | Kids Out and About Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:07.961451+00:00
atlanta-families,2026-02-20,Dance 411 Studios,Dance/Music Camps in Metro Atlanta,day,"Summer dance camp for ages 5-13 includes hip-hop, Afro beats, jazz and musical theater",https://www.atlantaparent.com/directory/69848/dance-411-studios/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/summer-kids-dance-acting-camps,atlanta.kidsoutandabout.com,Summer Kids Dance & Acting Camps | Kids Out and About Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:10.469916+00:00
atlanta-families,2026-02-20,GSU College of the Arts Summer Music Institute,Dance/Music Camps in Metro Atlanta,day,"Intensive musician training for ages 13-18; tracks include choral, orchestral, jazz and music industry",https://www.atlantaparent.com/directory/56302/georgia-state-university-college-of-the-arts/,Atlanta Parent,https://thearts.gsu.edu/educational-outreach-summermusic/,thearts.gsu.edu,Summer Music Institute - College of the Arts,low,23,tokens:4,2026-02-20T04:57:11.479408+00:00
atlanta-families,2026-02-20,School of Rock Buckhead,Dance/Music Camps in Metro Atlanta,day,"Learn to play in a band! Themes for ages 5-18 include Rock 101, Classic Rock, Taylor Swift, Rookies Camp and more. May 26-July 31",https://www.atlantaparent.com/directory/72597/school-of-rock-buckhead/,Atlanta Parent,,,School of Rock | Mommy Poppins - Things To Do in Atlanta with ...,none,17,"tokens:1, camp, metro-geo",2026-02-20T04:57:15.912738+00:00
atlanta-families,2026-02-20,Atlanta Shakespeare Drama Summer Camps,"Drama, Theater and Acting Camps in Metro Atlanta",day,"Camps for rising grades 3-8, plus intensives for 9-12th grade. Explore improvisation, stage combat, musical theatre and Shakespearean plays. June 1-July 27",https://www.atlantaparent.com/directory/9165/atlanta-shakespeare-company-summer-camp/,Atlanta Parent,https://www.campsearch.com/united-states/atlanta/summer-camps/shakespeare-superheroes,www.campsearch.com,"Shakespeare Superheroes | Theatre, Musical & Improv Summer ...",low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:20.681102+00:00
atlanta-families,2026-02-20,Big Blue Marble Academy Camps,General and Enrichment Camps in Metro Atlanta,day,"Ages 5-12 can explore music, traveling continents to discover rhythms reflecting culture, history, resilience, and joy. June 1-Aug. 7",https://www.atlantaparent.com/directory/51906/big-blue-marble-academy/,Atlanta Parent,https://patch.com/georgia/atlanta/big-blue-marble-academy-atlanta-area-unveils-summer-games-24-camp,patch.com,Big Blue Marble Academy in Atlanta Area Unveils ... - Patch,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:22.896540+00:00
atlanta-families,2026-02-20,Carrington Academy Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Sports, makerspace, STEAM, science, drama, arts and more for ages 5-11. May 26-July 30",https://www.atlantaparent.com/directory/9566/carrington-academy/,Atlanta Parent,,,Summer Camp Near Me | Carrington Academy,none,16,"tokens:1, summer+camp",2026-02-20T04:57:25.039165+00:00
atlanta-families,2026-02-20,The Haven Academy Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Academic skill refresh, STEAM, outdoor play, filmmaking, crafts, high school courses and more for ages 5-18. June 8-July 17",https://www.atlantaparent.com/directory/69110/the-haven-academy-summer-camps/,Atlanta Parent,,,"The Haven Academy, private McKay Scholarship school ...",none,19,"tokens:1, summer+camp",2026-02-20T04:57:29.603598+00:00
atlanta-families,2026-02-20,Landmark Christian School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for all ages include academics, arts, athletics and Oasis Summer Adventure camps",https://www.atlantaparent.com/directory/40892/landmark-christian-school-summer-camp/,Atlanta Parent,https://www.invent.org/program-search/camp-invention/ga22/11448,www.invent.org,Landmark Christian School | Camp Invention®,low,26,"tokens:2, camp, metro-geo",2026-02-20T04:57:35.208314+00:00
atlanta-families,2026-02-20,Marcus Jewish Community Center of Atlanta (MJCCA) Summer Day Camps,General and Enrichment Camps in Metro Atlanta,day,"Traditional outdoor camps for ages 4-14 with boating, rock wall, zip line and more, plus performing arts, sports, theme and teen camps. May 26-July 31",https://www.atlantaparent.com/directory/16287/marcus-jewish-community-center-atlanta-mjcca-summer-day-camps?p=16287,Atlanta Parent,https://www.atlantajcc.org/our-programs/camps/mjcca-day-camps/,www.atlantajcc.org,"MJCCA Day Camps - Marcus JCC of Atlanta (MJCCA) in Dunwoody, GA",low,26,"tokens:2, camp, metro-geo",2026-02-20T04:57:37.404728+00:00
atlanta-families,2026-02-20,McGinnis Woods School Sunsational Summer,General and Enrichment Camps in Metro Atlanta,day,"“Summer at The Woods” for ages 4-13 with weekly themes and field trips, art, music, STEM, sports, water games and more. May 27-Aug. 1",https://www.atlantaparent.com/directory/16288/mcginnis-woods-country-day-school-sunsational-summer?p=16288,Atlanta Parent,,,Summer Camp-Becker Bldg. – Atlanta Belvedere SDA Church,none,19,"summer+camp, metro-geo",2026-02-20T04:57:39.650562+00:00
atlanta-families,2026-02-20,Montessori Academy at Vickery,General and Enrichment Camps in Metro Atlanta,day,"Weekly themes f0r ages 5-9 include All Ball, Game Masters, Artistic Inspiration, Aquatic Adventure and more",https://www.atlantaparent.com/directory/16293/montessori-at-vickery/,Atlanta Parent,,,"Montessori at Vickery Academy, Georgia",none,18,"tokens:2, metro-geo",2026-02-20T04:57:42.044259+00:00
atlanta-families,2026-02-20,Oak Grove Academy Camps,General and Enrichment Camps in Metro Atlanta,day,"Fun-filled, enriching camps for ages 4-12 include Aquatic Adventure, Crazy Contraptions, Legendary Creatures, All Ball, Master Chefs and more",https://www.atlantaparent.com/directory/69081/oak-grove-academy-3/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/oak-grove-academy-summer-camps,mommypoppins.com,Oak Grove Academy Summer Camps - Mommy Poppins,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:43.314111+00:00
atlanta-families,2026-02-20,Paideia School Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Creative camps for ages 3-14 include traditional camp, with enriching indoor and outdoor activities, along with a variety of sports camps. June 8-July 17",https://www.atlantaparent.com/directory/16301/paideia-school-summer-camp/,Atlanta Parent,https://www.paideiaschool.org/our-school/summer-camp,www.paideiaschool.org,The Paideia School Atlanta Summer Camps,low,25,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:47.885056+00:00
atlanta-families,2026-02-20,Saint Anne’s Day School Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Camps for ages 2-7 years emphasize the outdoors, music and movement, arts and crafts, nature, science and summer fun. June 8-July 17",https://www.atlantaparent.com/directory/62829/saint-annes-day-school-summer-camp/,Atlanta Parent,https://www.saintannesdayschool.com/programs/summer-camp/,www.saintannesdayschool.com,Summer Camp – Saint Anne's Day School & Enrichment Programs,low,25,"tokens:2, summer+camp",2026-02-20T04:57:51.334220+00:00
atlanta-families,2026-02-20,St. Benedict’s Episcopal School Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for ages 4-14 include educational, sports-themed, art, STEAM, cooking, drama, gymnastics and more. June 1-July 24",https://www.atlantaparent.com/directory/19194/st-benedicts-episcopal-school-2/,Atlanta Parent,https://smyrnavinings.macaronikid.com/articles/58264ae424d8f4da3aabf550/st-benedicts-episcopal-day-school-summer-camps,smyrnavinings.macaronikid.com,St. Benedict's Episcopal Day School Summer Camps,low,22,"tokens:2, summer+camp",2026-02-20T04:57:52.411888+00:00
atlanta-families,2026-02-20,Saint Francis Schools Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Basketball, literacy, language arts, math, games, art and more for ages 7-14. July 6-17",https://www.atlantaparent.com/directory/65829/saint-francis-school-summer-camps/,Atlanta Parent,https://www.saintfrancisschools.com/academics/summer-programs.cfm,www.saintfrancisschools.com,Summer Programs - Saint Francis Schools,low,23,tokens:3,2026-02-20T04:57:53.563496+00:00
atlanta-families,2026-02-20,St. Pius X Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Camps for K-8th graders include basketball, soccer, softball, baseball, dance, wrestling, lacrosse, cheerleading and more. June 1-July 23",https://www.atlantaparent.com/directory/72595/st-pius-x-summer-camps/,Atlanta Parent,https://spxgoldenlions.com/sports/2025/12/17/summer-camps.aspx,spxgoldenlions.com,Summer Camps 2026 - St. Pius X Catholic High School (GA),low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:54.821483+00:00
atlanta-families,2026-02-20,Sunshine House Next Level Adventure Camp,General and Enrichment Camps in Metro Atlanta,day,"A summer full of excitement with weekly themes, field trips, outdoor play and hands-on activities for ages 5-12. 20 locations. May 26-Aug. 7",https://www.atlantaparent.com/directory/16318/sunshine-houses-summer-challenge/,Atlanta Parent,https://sunshinehouse.com/region/metro-atlanta-region-summer-camp/,sunshinehouse.com,Metro Atlanta Region Summer Camp | Sunshine House,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:57.155706+00:00
atlanta-families,2026-02-20,Tech Wreck Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"Diverse experiences for grades 1-8, with sports, arts and crafts, team building, field trips and more. Held on the Georgia Tech Campus",https://www.atlantaparent.com/directory/68580/tech-wreck-summer-camp-at-georgia-tech/,Atlanta Parent,https://kidvoyage.com/camps/usa/tech-wreck-summer-camp,kidvoyage.com,"Tech Wreck Summer Camp | Summer Camp in Atlanta, GA - 2026 ...",low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:57:58.176283+00:00
atlanta-families,2026-02-20,Waldorf School of Atlanta Summer Camp,General and Enrichment Camps in Metro Atlanta,day,"Gardening, hiking, cooking, music therapy, chess, LEGO, plants, designer sewing and more for ages 2-18",https://www.atlantaparent.com/directory/16322/waldorf-school-atlanta-summer-camps/,Atlanta Parent,,,2025 Atlanta Summer Camp Guide,none,16,"summer+camp, metro-geo",2026-02-20T04:57:59.363267+00:00
atlanta-families,2026-02-20,Westminster Summer Camps,General and Enrichment Camps in Metro Atlanta,day,"More than 60 unique camps, including traditional day camps, sports camps, and specialty camps for PreK–9th grade. June 1-July 10",https://www.atlantaparent.com/directory/16324/westminster-schools-summer-programs/,Atlanta Parent,https://www.kidscamps.com/Camps/Westminster_Summer_Programs_Atlanta_Georgia-237137.html,www.kidscamps.com,Westminster Summer Programs Atlanta GA - KidsCamps.com,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:00.361366+00:00
atlanta-families,2026-02-20,Arthur M. Blank Center for Stuttering Education & Research,Special Needs Camps in Metro Atlanta,day,"Campers who stutter increase communication, self-confidence and leadership skills at Camp Dream. Speak. Live. July 13-17",https://www.atlantaparent.com/directory/55095/arthur-m-blank-for-stuttering-education-and-research/,Atlanta Parent,https://blankcenterforstuttering.org/,blankcenterforstuttering.org,Home - Arthur M. Blank Center for Stuttering Education,low,23,tokens:4,2026-02-20T04:58:14.793064+00:00
atlanta-families,2026-02-20,Challenge Aerial Atlanta,Sports Camps in Metro Atlanta,day,"Learn aerial arts in safe environment; camps for ages 9-14 include techniques on aerial silks, sling (hammock), trapeze, lyra, and rope",https://www.atlantaparent.com/directory/69651/challenge-aerial-atlanta/,Atlanta Parent,https://www.challengeaerialatlanta.com/summer-camps-are-posted/,www.challengeaerialatlanta.com,Summer Camps are Posted! – Challenge Aerial,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:58:18.476878+00:00
atlanta-families,2026-02-20,Coach Jamie Hunt’s Bulldog Tennis Camp,Sports Camps in Metro Atlanta,day,"Ages 9-18 will learn tennis in a challenging, enjoyable environment with top-notch instructors",https://www.atlantaparent.com/directory/68468/coach-jamie-hunts-bulldog-tennis-camp/,Atlanta Parent,https://www.mouratoglou.com/en/international/atlanta/summer-camps-2026/,www.mouratoglou.com,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:19.509738+00:00
atlanta-families,2026-02-20,Diventures Swim Camps,Sports Camps in Metro Atlanta,day,"Swim camps with lessons, open swim, water safety, ocean ecology and games. Alpharetta",https://www.atlantaparent.com/directory/66110/diventuresswimcamps/,Atlanta Parent,,,25-0048 Summer Camp Flyer v4 - ndacademy.org,none,13,summer+camp,2026-02-20T04:58:20.591673+00:00
atlanta-families,2026-02-20,Nike Sports Camps/US Sports Camps,Sports Camps in Metro Atlanta,day,"Over 140 camps help kids stay active, build friendships, and have fun. Athletes gain elite instruction from some of America’s top coaches",https://www.atlantaparent.com/directory/52488/nike-sports-camps-us-sports-camps/,Atlanta Parent,https://thebestcamps.com/best-camps-profiles/US-SportsNike-Camps-Best-Summer-Camp-2321.html,thebestcamps.com,US Sports/Nike Camps - The Best Camps .com,low,22,"tokens:2, summer+camp",2026-02-20T04:58:21.802579+00:00
atlanta-families,2026-02-20,RCX Sports Foundation,Sports Camps in Metro Atlanta,day,"Learn the fundamentals or enhance skills before moving on to tackle football in a non-contact, recreational, co-ed format for ages 4-14",https://www.atlantaparent.com/directory/69581/rcx-sports-llc/,Atlanta Parent,,,2026 Atlanta Summer Camps | Find the Best Summer Camps in Atlanta,none,16,"summer+camp, metro-geo",2026-02-20T04:58:24.936711+00:00
atlanta-families,2026-02-20,Georgia Tech Summer PEAKS Programs,Science & STEM Camps in Metro Atlanta,day,"STEAM-focused programs increase knowledge through experiential activities that emphasize critical thinking, problem-solving, creativity, and innovation",https://www.atlantaparent.com/directory/56521/georgia-tech-ceismc-summer-peaks-programs/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/summer-peaks-at-georgia-tech,mommypoppins.com,Summer P.E.A.K.S. at Georgia Tech - Mommy Poppins,low,28,"tokens:2, summer+camp, metro-geo",2026-02-20T04:58:30.470550+00:00
atlanta-families,2026-02-20,iD Tech Summer Camps,Science & STEM Camps in Metro Atlanta,day,"Camps for ages 7-17 are built around each camper’s interests, skill level and goals, and include coding, game dev, robotics and more",https://www.atlantaparent.com/directory/9432/idtech/,Atlanta Parent,https://www.idtech.com/locations/georgia-summer-camps/georgia-tech,www.idtech.com,"Georgia Tech Summer Camps 2026 | Coding, Robotics, STEM Programs",low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:58:31.506830+00:00
atlanta-families,2026-02-20,Bucks Sport and Circus Barn,Theme and Specialty Camps in Metro Atlanta,day,"Creative Circus Camp, American Ninja Warriors Camp and Arts and Crafts Camp for ages 5-12",https://www.atlantaparent.com/directory/56979/bucks-sport-and-circus-barn-2/,Atlanta Parent,,,Buck's Sport Barn,none,12,tokens:2,2026-02-20T04:58:36.109361+00:00
atlanta-families,2026-02-20,Kid Chess Summer Camp,Theme and Specialty Camps in Metro Atlanta,day,"Improve chess skills and challenge top-rated, kid-friendly coaches. Ages 5-12",https://www.atlantaparent.com/directory/16865/kid-chess-2/,Atlanta Parent,,,"Seasonal Camps - Kid Chess® Atlanta, Chess for Kids",none,17,"tokens:1, camp, metro-geo",2026-02-20T04:58:38.605931+00:00
atlanta-families,2026-02-20,Peace and Justice Camp,Theme and Specialty Camps in Metro Atlanta,day,"Campers ages 5-12 explore the stories of social justice through art, music, storytelling and play and learn to make an impact",https://www.atlantaparent.com/directory/69228/peace-and-justice-camp/,Atlanta Parent,,,History Summer Camp | Atlanta History Center,none,16,"summer+camp, metro-geo",2026-02-20T04:58:39.637255+00:00
atlanta-families,2026-02-20,Root and Blossom Counseling Camp,Theme and Specialty Camps in Metro Atlanta,day,"Camps for ages 5-14 blend fun with personal growth, promoting self-exploration and emotional awareness in a welcoming setting",https://www.atlantaparent.com/directory/69152/root-and-blossom-counseling-summer-grow-camps/,Atlanta Parent,https://www.prweb.com/releases/east-atlanta-kids-club-and-root--blossom-counseling-announce-partnership-to-provide-no-cost-counseling-services-to-youth-placed-at-risk-302132000.html,www.prweb.com,East Atlanta Kids Club and Root & Blossom Counseling ... - PRWeb,low,26,"tokens:3, metro-geo",2026-02-20T04:58:40.727596+00:00
