portal_slug,research_date,camp_name,section,source_type,blurb,listing_url,source_name,alternate_source_url,alternate_source_domain,alternate_source_title,alt_confidence,alt_score,alt_reason,alt_checked_at
atlanta-families,2026-02-20,Forefront Arts Theatre Camp,Featured Day Camps,day,"Calling all kids and teens who love the spotlight! One-week theatre camps including K Pop Campers, Wicked, Harry Potter, Tangled, Marvel, Hamilton, Zootopia, Puppetry, Descendants & Zombies, Newsies, High School Musical and Percy Jackson! Full-day camps for ages 5-16, plus Counselor-In-Training and Internship programs. 13 locations. June 1-July 31",https://www.atlantaparent.com/directory/16053/forefront-arts-performance-camp/,Atlanta Parent,,,Forefront Arts - Camp,none,17,"tokens:2, camp",2026-02-20T04:56:32.659449+00:00
atlanta-families,2026-02-20,ITP Training Academy Racquet Camps,Featured Day Camps,day,"ITP camps deliver a fun, well-rounded racquet experience featuring tennis, pickleball and padel at one convenient facility. Racquet Camp (ages 8+) emphasizes skill development and match play; Day Camp (ages 5-7) combines racquet sports with creative activities, games and character building. June 1-July 31",https://www.atlantaparent.com/directory/68533/itp-atlanta-kids-summer-camp/,Atlanta Parent,,,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,none,16,"summer+camp, metro-geo",2026-02-20T04:56:33.774751+00:00
atlanta-families,2026-02-20,Marist School Summer Camps,Featured Day Camps,day,"Marist is made for unforgettable summers! The ones that plunge kids deep into new experiences that unleash curiosity, teach new skills, and amplify talents. Tackle sports. Explore the arts. Compose music for video games. Marist Summer Camps give kids a place to shine. June 1-July 31",https://www.atlantaparent.com/directory/16506/marist-school-2/,Atlanta Parent,http://maristschoolga.myrec.com/info/default.aspx,maristschoolga.myrec.com,Marist School Summer Camps: Online Registration by MyRec.com ...,high,57,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:56:35.004356+00:00
atlanta-families,2026-02-20,MJCCA Day Camps,Featured Day Camps,day,"At MJCCA Day Camps, campers make lifelong friendships, try something new and have the best summer ever! The possibilities for an amazing summer are endless with theme, sports, performing arts, teen and traditional camps for kids in rising Pre-K-9th grade. May 26-July 31",https://www.atlantaparent.com/directory/16287/marcus-jewish-community-center-atlanta-mjcca-summer-day-camps/,Atlanta Parent,https://www.atlantajcc.org/our-programs/camps/mjcca-day-camps/,www.atlantajcc.org,"MJCCA Day Camps - Marcus JCC of Atlanta (MJCCA) in Dunwoody, GA",high,52,"exact-name-match, tokens:1, camp, metro-geo",2026-02-20T04:56:36.074282+00:00
atlanta-families,2026-02-20,MODA Design Camps,Featured Day Camps,day,"Get ready for an unforgettable summer! Young creators ages 6-18 dive into hands-on experiences that ignite imagination, inspire innovation and build a better world. Whether they’re building with LEGO®, designing future cities, or reimagining Atlanta’s neighborhoods, kids and teens explore the power of design in fun and meaningful ways. June 1-July 24",https://www.atlantaparent.com/directory/60961/moda-museum-of-design-atlanta/,Atlanta Parent,https://www.museumofdesign.org/designcamp,www.museumofdesign.org,2026 Summer Design Camp in Atlanta — MODA,high,31,"tokens:2, summer+camp, metro-geo; low-none-v3:recommend_replace",2026-02-20T04:56:37.021908+00:00
atlanta-families,2026-02-20,Mount Paran Christian School,Featured Day Camps,day,"Plan your summer fun at MPCS! Academic, arts, athletic and, “faith and fun” camps. From fishing and photography, to football or engineering, your child can experience it all. Full-day, Afternoon Adventures, Dude Perfect Camp, or Pickleball are just a few of the more than 140+ summer programs offered in a Christ-centered environment. June 1-July 17",https://www.atlantaparent.com/directory/9190/mount-paran-christian-school?p=9190,Atlanta Parent,https://www.sulekhacare.ca/center_mount-paran-christian-school-summer-programs_summer-camp_in_kennesaw-ga_289,www.sulekhacare.ca,Mount Paran Christian School Summer Programs - Day Care ...,high,68,"exact-name-match, tokens:3, summer+camp, metro-geo",2026-02-20T04:56:38.141433+00:00
atlanta-families,2026-02-20,North Cobb Christian School,Featured Day Camps,day,"Your child is unique, and their summer should be, too. Choose a customized camp program where your child can dive deep into areas of interest, or have a blast at NCCS’s weekly high-energy Camp Eagle – within a nurturing Christian school environment. June 1-July 17",https://www.atlantaparent.com/directory/51494/north-cobb-christian-school-summer-camps-2/,Atlanta Parent,https://www.ncchristian.org/camps,www.ncchristian.org,Camps + After School - North Cobb Christian School,high,60,"exact-name-match, tokens:3, camp",2026-02-20T04:56:39.367370+00:00
atlanta-families,2026-02-20,OMNI International School Summer Camp,Featured Day Camps,day,"Academic enrichment blended with hands-on, theme-based experiences, keeping students engaged and curious. Full-day sessions strengthen skills in students’ target language, math and ELA, while diving into exciting weekly STEAM-inspired themes. Each week builds on the next, so learning builds on knowledge and continues without feeling like school. June 8-July 17",https://www.atlantaparent.com/directory/66307/omni-international-school-summer-camp/,Atlanta Parent,https://omni.regfox.com/omni-international-school-summer-camp-2025,omni.regfox.com,OMNI International School Summer Camp 2025,high,54,"exact-name-match, tokens:2, summer+camp",2026-02-20T04:56:40.489028+00:00
atlanta-families,2026-02-20,Pace Academy,Featured Day Camps,day,"The Adventure Begins Here! Camps for K-12th grade for Pace students and students from other schools. Camp options include academic, athletic, STEAM, visual/ performing arts and specialty programs! Driver’s Education, SSAT, Baby Sitters Club camps and workshops are available for older students. June 1-July 17",https://www.atlantaparent.com/directory/16300/pace-academy-summer-programs/,Atlanta Parent,https://www.destinationtheatre.org/pace-summer-camp-programs,www.destinationtheatre.org,Pace Academy Summer Camps — DESTINATION THEATRE,high,51,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:56:41.813288+00:00
atlanta-families,2026-02-20,Trinity School Summer Camp,Featured Day Camps,day,"Embark on an unforgettable adventure at Trinity School Summer Camp! Designed for children ages 4 to 13, weekly camps offer a mix of academic, specialty and sports activities. Campers can experience outdoor exploration, art, basketball, LEGO building, soccer, computer games and much, much more. June 1-26 and July 27-31",https://www.atlantaparent.com/directory/16546/trinity-school-summer-camp/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/trinity-school-summer-camp-1,atlanta.kidsoutandabout.com,Trinity School Summer Camp | Kids Out and About Atlanta,high,54,"exact-name-match, tokens:1, summer+camp, metro-geo",2026-02-20T04:56:42.819233+00:00
atlanta-families,2026-02-20,The Walker School Summer Programs,Featured Day Camps,day,Walker Summer Programs are the best way to spend your summer! Offering an extensive and diverse selection of enrichment opportunities for students ages 3-14. Half-day and full-day options available weekly. Early drop-off and extended care are available. June 1-July 24,https://www.atlantaparent.com/directory/16323/walker-school-summer-programs/,Atlanta Parent,https://winnie.com/place/atlanta-falcons-summer-camps-the-walker-school-marietta,winnie.com,Atlanta Falcons Summer Camps - The Walker School - Winnie,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:56:43.870488+00:00
atlanta-families,2026-02-20,Wesleyan School,Featured Day Camps,day,"Wesleyan Summer Camps make summers fun for all children ages 3-14! Day camps have fun weekly themes, with structured activities and free time for outdoor activities, arts and crafts, and games. Enrichment, athletic, academic and fine arts camps are available in a wide range of options. June 2-July 18",https://www.atlantaparent.com/directory/29618/wesleyan-summer-camps/,Atlanta Parent,https://www.wesleyanschool.org/camps-clinics,www.wesleyanschool.org,Camps & Clinics - Wesleyan School,medium,46,"exact-name-match, tokens:1, camp",2026-02-20T04:56:44.868609+00:00
atlanta-families,2026-02-20,Woodward Academy,Featured Day Camps,day,"With over 200 offerings, Woodward Academy Camps offer scholars, athletes and artists an array of enrichment, athletic, academic, and activity camps on two campuses in College Park and Johns Creek. Camps are open to the public and are accessible through an exceptional bus system. May 26-July 24",https://www.atlantaparent.com/directory/16327/woodward-academy-2/,Atlanta Parent,https://www.woodward.edu/summer,www.woodward.edu,Summer Camps - Woodward Academy,high,51,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:56:46.095700+00:00
atlanta-families,2026-02-20,Zoo Atlanta Summer Safari Camp,Featured Day Camps,day,"Join Zoo Atlanta for an exploration of all things wild! Summer Safari Camp is the perfect experience for children ages 5-14. From Zoo explorations and scientific investigations, young explorers will be immersed in hands-on learning while having fun and meeting friends! Each week campers embark on a different Zoo expedition, exploring wildlife and wild places. May 26 – July 31",https://www.atlantaparent.com/directory/9163/safari-day-camp-zoo-atlanta/,Atlanta Parent,https://zooatlanta.org/program/summer-camp/,zooatlanta.org,Summer Safari Camp - Zoo Atlanta,high,25,"tokens:1, summer+camp, metro-geo; low-none-v3:recommend_replace",2026-02-20T04:56:47.232263+00:00
atlanta-families,2026-02-20,Adventure Camp at MHHE,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Summer programs for rising 1st through 5th graders at KSU. Themes include Time Travelers, Around the World, Theatre and Mystery of History",https://www.atlantaparent.com/directory/68582/adventure-academy-mhhe/,Atlanta Parent,,,Summer Camp-Becker Bldg. – Atlanta Belvedere SDA Church,none,19,"summer+camp, metro-geo",2026-02-20T04:56:48.234009+00:00
atlanta-families,2026-02-20,Biz4Youth,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Ages 8–16 learn the fundamentals of entrepreneurship through fun hands-on activities, guided collaboration and real-world problem solving. June 6-10 and July 20-24",https://www.atlantaparent.com/directory/65457/biz4youth/,Atlanta Parent,https://www.biz4youth.com/summer-camp-2025/,www.biz4youth.com,About Biz4Youth,high,48,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:56:49.203361+00:00
atlanta-families,2026-02-20,DiscoverU at Kennesaw State University,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Explore careers, gain real-world skills and experience campus life in a fun, hands-on summer program for ages 14-18. June 1-July 24",https://www.atlantaparent.com/directory/72590/discoveru-summer-programs/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/summer-u-camps-at-kennesaw-state-university,mommypoppins.com,Summer U Camps at Kennesaw State University,medium,36,"tokens:3, summer+camp, metro-geo",2026-02-20T04:56:50.530269+00:00
atlanta-families,2026-02-20,Fusion Academy Camps,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Middle school enrichment programs and high school virtual experiences offer options for students to catch up, get ahead, or try something new",https://www.atlantaparent.com/directory/69214/fusion-academy-camps/,Atlanta Parent,,,Junior Summer Camps - Mouratoglou Tennis Center Atlanta,none,16,"summer+camp, metro-geo",2026-02-20T04:56:51.691337+00:00
atlanta-families,2026-02-20,The Howard School Summer Camps,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Weeklong camps for K-12th grade will develop student’s math, reading, speaking, and motor skills while keeping it engaging and fun",https://www.atlantaparent.com/directory/69436/the-howard-school-summer-camps/,Atlanta Parent,,,"2026 Guide to Summer Camps in the Atlanta, GA area",none,16,"summer+camp, metro-geo",2026-02-20T04:56:52.815670+00:00
atlanta-families,2026-02-20,Squirrel Hollow Camp at the Bedford School,Academic and Enrichment Summer Camps in Metro Atlanta,day,Campers ages 6-14 enjoy an individualized academic program along with recreational activities that make learning feel exciting and achievable. June 8-July 3,https://www.atlantaparent.com/directory/16425/bedford-school-squirrel-hollow-camp/,Atlanta Parent,https://www.thebedfordschool.org/programs/squirrel-hollow.cfm,www.thebedfordschool.org,Squirrel Hollow - The Bedford School,high,30,"tokens:3, summer+camp; low-none-v3:recommend_replace",2026-02-20T04:56:54.082548+00:00
atlanta-families,2026-02-20,Swift School Summer Camps,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Summer Explorations, Multisensory Math Clinic and Swift Skills for rising K-6th grade blend academics, enrichment, and life skills into fun, confidence-building experiences. June 1-July 17",https://www.atlantaparent.com/directory/15959/swift-school-2/,Atlanta Parent,,,"2026 Guide to Summer Camps in the Atlanta, GA area",none,16,"summer+camp, metro-geo",2026-02-20T04:56:55.148661+00:00
atlanta-families,2026-02-20,Wealthy Habits Money Smart Camp,Academic and Enrichment Summer Camps in Metro Atlanta,day,"Through fun games and activities, kids ages 11-18 learn earning, budgeting, saving, and investing. June 1-July 23",https://www.atlantaparent.com/directory/15947/wealthy-habits-financial-literacy-programs/,Atlanta Parent,,,History Summer Camp | Atlanta History Center,none,16,"summer+camp, metro-geo",2026-02-20T04:56:56.111952+00:00
atlanta-families,2026-02-20,Abernathy Arts Center Summer Camp,Art Summer Camps in Metro Atlanta,day,"Ages 6-12 will explore new techniques and create art as they develop their skills in painting, drawing, mixed media, clay and more. June 1-July 24",https://www.atlantaparent.com/directory/69671/abernathy-arts-center-summer-camp/,Atlanta Parent,https://artsandysprings.org/summer-camp-2026/,artsandysprings.org,Abernathy Arts Center - SUMMER CAMP - Art Sandy Springs,high,63,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:56:57.084783+00:00
atlanta-families,2026-02-20,The Art Barn,Art Summer Camps in Metro Atlanta,day,"A week of farm-filled fun for ages 5-12! Meet and play with farm friends and create art with paint, clay, mixed media and more. June 1-July 24",https://www.atlantaparent.com/directory/15971/art-barn-summer-camps/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/art-animal-camp-art-barn,atlanta.kidsoutandabout.com,Art & Animal Camp - The Art Barn | Kids Out and About Atlanta,high,49,"exact-name-match, tokens:1, camp, metro-geo",2026-02-20T04:56:58.284904+00:00
atlanta-families,2026-02-20,Camp Carlos at Michael C. Carlos Museum,Art Summer Camps in Metro Atlanta,day,Camp Carlos offers creative and educational half-day camps for ages 7-17 centered on the Museum’s collections. June 1-July 24,https://www.atlantaparent.com/directory/52557/michael-c-carlos-museum-camp-carlos/,Atlanta Parent,https://carlos.emory.edu/camp,carlos.emory.edu,Camp | Emory | Michael C. Carlos Museum,high,28,"tokens:3, camp; low-none-v3:recommend_replace",2026-02-20T04:56:59.417139+00:00
atlanta-families,2026-02-20,Doodle Art Studio,Art Summer Camps in Metro Atlanta,day,"Painting, mixed media, clay art, intro to sewing, neon and black light art, and more for ages 5-14",https://www.atlantaparent.com/directory/69107/doodle-art-studio/,Atlanta Parent,https://www.hisawyer.com/marketplace/activity-set/1267734,www.hisawyer.com,Summer Camp - Ocean Adventures - Doodle Art Studio - Sawyer,high,54,"exact-name-match, tokens:2, summer+camp",2026-02-20T04:57:00.568687+00:00
atlanta-families,2026-02-20,High Museum of Art,Art Summer Camps in Metro Atlanta,day,"Weekly art camps for K–8th graders feature hands-on projects, gallery tours, and themed adventures like Lost in Space and HogwARTs. June 1-July 31",https://www.atlantaparent.com/directory/15990/high-museum-art-2/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/summer-art-camp-2025-high-museum-art,atlanta.kidsoutandabout.com,Summer Art Camp 2025 at High Museum of Art | Kids Out and ...,high,60,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:57:01.683337+00:00
atlanta-families,2026-02-20,La Dee Da Children’s Art Studio,Art Summer Camps in Metro Atlanta,day,"Creative art camps for ages 3-12 include Color Your World, Swiftie, Monster Madness and more explore a variety of art techniques",https://www.atlantaparent.com/directory/69204/la-dee-da-art-studio/,Atlanta Parent,https://mommypoppins.com/atlanta-kids/directory/camps/la-dee-da-childrens-art-studio,mommypoppins.com,La Dee Da Children's Art Studio - Mommy Poppins,high,55,"exact-name-match, tokens:2, camp, metro-geo",2026-02-20T04:57:02.777682+00:00
atlanta-families,2026-02-20,Spruill Center for the Arts,Art Summer Camps in Metro Atlanta,day,"Creative, art-filled summer programs with weekly themes for ages 5-10 and focused studio camps for rising 6th-9th graders . May 26-Aug. 8",https://www.atlantaparent.com/directory/16535/spruill-center-arts-2?p=16535,Atlanta Parent,https://kidvoyage.com/camps/usa/spruill-center-for-the-arts,kidvoyage.com,"Spruill Center For The Arts | Summer Camp in Atlanta, GA ...",high,60,"exact-name-match, tokens:2, summer+camp, metro-geo",2026-02-20T04:57:03.839471+00:00
atlanta-families,2026-02-20,Vinings School of Art,Art Summer Camps in Metro Atlanta,day,"Sessions for campers ages 6-13 years include painting, drawing, mosaics, clay and sculpture",https://www.atlantaparent.com/directory/15995/vinings-school-art-3?p=15995,Atlanta Parent,https://viningsschoolofart.com/docs/vsa-summer-camps.pdf,viningsschoolofart.com,Vinings School of ART SUMMER ART CAMPS 2025 1675 Cumberland ...,high,51,"exact-name-match, tokens:1, summer+camp",2026-02-20T04:57:04.955940+00:00
atlanta-families,2026-02-20,Zone of Light Studio,Art Summer Camps in Metro Atlanta,day,"Weekly themed camps with daily activities, art projects, reading and writing, acting and outdoor games. Ages 5-12. May 26-Aug. 7",https://www.atlantaparent.com/directory/15998/zone-light-studios?p=15998,Atlanta Parent,https://www.findglocal.com/US/Decatur/430604640336257/Zone-of-Light-Studio,www.findglocal.com,"Zone of Light Studio, 558 Medlock Road, Decatur, GA (2026)",high,58,"exact-name-match, tokens:3, metro-geo",2026-02-20T04:57:06.277365+00:00
atlanta-families,2026-02-20,Atlanta Dance Theatre,Dance/Music Camps in Metro Atlanta,day,"Dance camps, workshops and intensives for ages 3-14, at all experience levels",https://www.atlantaparent.com/directory/69217/atlanta-dance-theatre/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/dance-summer-camps-atlanta,atlanta.kidsoutandabout.com,Dance Summer Camps for Atlanta | Kids Out and About Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:07.961451+00:00
atlanta-families,2026-02-20,Ballethnic Academy of Dance,Dance/Music Camps in Metro Atlanta,day,"Dance and arts training in ballet, pointe, tap, jazz, African, modern, hip hop, pas de deux, cultural arts, dance history, African drumming and more",https://www.atlantaparent.com/directory/9478/ballethnic-academy-dance/,Atlanta Parent,https://ballethnic.org/academy-of-dance/,ballethnic.org,Ballethnic Academy of Dance – Ballethnic,medium,47,"exact-name-match, tokens:2",2026-02-20T04:57:09.090332+00:00
atlanta-families,2026-02-20,Dance 411 Studios,Dance/Music Camps in Metro Atlanta,day,"Summer dance camp for ages 5-13 includes hip-hop, Afro beats, jazz and musical theater",https://www.atlantaparent.com/directory/69848/dance-411-studios/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/summer-kids-dance-acting-camps,atlanta.kidsoutandabout.com,Summer Kids Dance & Acting Camps | Kids Out and About Atlanta,low,22,"tokens:1, summer+camp, metro-geo",2026-02-20T04:57:10.469916+00:00
atlanta-families,2026-02-20,GSU College of the Arts Summer Music Institute,Dance/Music Camps in Metro Atlanta,day,"Intensive musician training for ages 13-18; tracks include choral, orchestral, jazz and music industry",https://www.atlantaparent.com/directory/56302/georgia-state-university-college-of-the-arts/,Atlanta Parent,https://thearts.gsu.edu/educational-outreach-summermusic/,thearts.gsu.edu,Summer Music Institute - College of the Arts,high,23,tokens:4; low-none-v3:recommend_replace,2026-02-20T04:57:11.479408+00:00
atlanta-families,2026-02-20,Mister John’s Music,Dance/Music Camps in Metro Atlanta,day,"Multi-disciplinary arts instruction for ages 5 -10 with dynamic instrument instruction, show choir, creative visual arts and percussion classes. June 8-July 24",https://www.atlantaparent.com/directory/66008/mister-johns-music/,Atlanta Parent,https://atlanta.kidsoutandabout.com/content/mister-johns-music-summer-camp,atlanta.kidsoutandabout.com,Mister John's Music Summer Camp | Kids Out and About Atlanta,high,68,"exact-name-match, tokens:3, summer+camp, metro-geo",2026-02-20T04:57:12.444432+00:00
atlanta-families,2026-02-20,Moving in the Spirit,Dance/Music Camps in Metro Atlanta,day,Summer dance camp for ages 7-13 include dance and choreography life skills and performances. Financial aid available,https://www.atlantaparent.com/directory/19138/moving-in-the-spirit-2/,Atlanta Parent,https://movinginthespirit.org/programs/summer-camp/,movinginthespirit.org,Summer Camp - Moving In The Spirit,high,57,"exact-name-match, tokens:2, summer+camp",2026-02-20T04:57:13.594353+00:00
atlanta-families,2026-02-20,Norma’s Academy of Dance,Dance/Music Camps in Metro Atlanta,day,"Explore ballet, jazz, creative movement and musical theater—Once Upon a Twirl, Wickedly Wonderful, summer intensive and morel; ages 5-18. June 15-July 15",https://www.atlantaparent.com/directory/69219/normas-academy-of-dance-summer-camps/,Atlanta Parent,https://childcarecenter.us/provider_detail/norma-s-academy-of-dance-fairburn-ga,childcarecenter.us,Norma’s Academy of Dance - Fairburn GA Exempt Only,high,50,"exact-name-match, tokens:2, metro-geo",2026-02-20T04:57:14.720344+00:00
atlanta-families,2026-02-20,School of Rock Buckhead,Dance/Music Camps in Metro Atlanta,day,"Learn to play in a band! Themes for ages 5-18 include Rock 101, Classic Rock, Taylor Swift, Rookies Camp and more. May 26-July 31",https://www.atlantaparent.com/directory/72597/school-of-rock-buckhead/,Atlanta Parent,https://www.schoolofrock.com/locations/buckhead,www.schoolofrock.com,Music Lessons & Programs in Buckhead | School of Rock,high,17,"tokens:1, camp, metro-geo; low-none-v3:recommend_replace",2026-02-20T04:57:15.912738+00:00
atlanta-families,2026-02-20,Terminus Ballet School,Dance/Music Camps in Metro Atlanta,day,Summer dance intensives for ages 4-19 enrich young artists’ talents in a supportive studio environment. June 8-July 25,https://www.atlantaparent.com/directory/62690/terminus-modern-ballet-theatre-summer-intensives/,Atlanta Parent,https://www.livinin.io/events/terminus-ballet-school-summer-intensives,www.livinin.io,Terminus Ballet School Summer Intensives - livinin.io,medium,44,"exact-name-match, tokens:2",2026-02-20T04:57:16.997584+00:00
atlanta-families,2026-02-20,ZTunes Music,Dance/Music Camps in Metro Atlanta,day,"Campers ages 5-12 learn to jam as a group, learning new instruments and songs and performing for friends and family. June 1-July 31",https://www.atlantaparent.com/directory/72599/ztunes-music-academy/,Atlanta Parent,https://www.ztunesmusic.com/camps/,www.ztunesmusic.com,Music Camps for Kids in Atlanta | Ztunes Music Academy,high,55,"exact-name-match, tokens:2, camp, metro-geo",2026-02-20T04:57:18.425407+00:00
